,DATE,PCND,DFND,PCSV,DFSV,nd.real,sv.real,c.real,c.lag,c.g
244,01-10-2007,2232.589,89.144,6449.565,91.583,25.04474782,70.42316806,95.46791588,95.25580798,0.002224243
245,01-01-2008,2252.859,90.656,6527.885,92.264,24.85063316,70.75224356,95.60287672,95.46791588,0.001412679
246,01-04-2008,2305.803,92.644,6609.311,93.114,24.88885411,70.98085143,95.86970554,95.60287672,0.002787125
247,01-07-2008,2332.089,95.087,6653.057,93.775,24.52584475,70.94702213,95.47286688,95.86970554,-0.004147945
248,01-10-2008,2167.09,89.211,6662.184,93.783,24.29173532,71.03829052,95.33002585,95.47286688,-0.001497263
249,01-01-2009,2115.548,87.121,6636.099,93.748,24.28287095,70.78656611,95.06943706,95.33002585,-0.002737287
250,01-04-2009,2139.774,88.65,6625.741,93.882,24.13732657,70.57520078,94.71252735,95.06943706,-0.003761265
251,01-07-2009,2193.373,90.583,6666.924,94.29,24.21395847,70.70658606,94.92054453,94.71252735,0.002193892
252,01-10-2009,2222.909,91.51,6719.981,95.003,24.29143263,70.73440839,95.02584102,94.92054453,0.001108697
253,01-01-2010,2245.069,91.933,6774.332,95.415,24.42070856,70.99860609,95.41931465,95.02584102,0.004132152
254,01-04-2010,2247.333,91.524,6840.533,95.845,24.55457585,71.37078617,95.92536201,95.41931465,0.005289392
255,01-07-2010,2262.696,91.807,6905.487,96.107,24.64622523,71.85207113,96.49829636,95.92536201,0.005954944
256,01-10-2010,2320.351,93.45,6951.692,96.453,24.82986624,72.07336216,96.90322839,96.49829636,0.004187481
257,01-01-2011,2381.108,95.579,7016.323,96.974,24.91245985,72.35262029,97.26508014,96.90322839,0.003727201
258,01-04-2011,2431.554,97.811,7097.668,97.598,24.85971925,72.72349843,97.58321769,97.26508014,0.003265493
259,01-07-2011,2437.019,98.366,7177.592,98.141,24.77501372,73.13550911,97.91052284,97.58321769,0.003348501
260,01-10-2011,2448.807,98.865,7200.37,98.534,24.76920042,73.07497919,97.84417962,97.91052284,-0.00067782
261,01-01-2012,2490.624,99.824,7293.725,99.242,24.95015227,73.49433708,98.44448934,97.84417962,0.00611662
262,01-04-2012,2482.819,99.624,7348.482,99.757,24.92189633,73.66382309,98.58571942,98.44448934,0.001433588
263,01-07-2012,2490.133,99.869,7382.439,100.19,24.93399353,73.68438966,98.61838319,98.58571942,0.000331269
264,01-10-2012,2510.497,100.683,7451.654,100.807,24.93466623,73.92000556,98.85467178,98.61838319,0.002393124
265,01-01-2013,2542.846,100.642,7491.567,101.418,25.26625067,73.86821866,99.13446933,98.85467178,0.002826395
266,01-04-2013,2513.879,99.6,7540.259,102.003,25.239749,73.92193367,99.16168266,99.13446933,0.000274472
267,01-07-2013,2541.405,100.035,7600.595,102.558,25.40515819,74.11021081,99.515369,99.16168266,0.003560418
268,01-10-2013,2564.108,100.05,7716.53,103.273,25.62826587,74.71972345,100.3479893,99.515369,0.008331944
269,01-01-2014,2586.003,100.67,7784.708,103.914,25.68792093,74.91491041,100.6028313,100.3479893,0.002536363
270,01-04-2014,2623.522,101.156,7893.93,104.584,25.9354067,75.47932762,101.4147343,100.6028313,0.008037988
271,01-07-2014,2642.275,101.035,8017.452,105.129,26.15207601,76.26299118,102.4150672,101.4147343,0.009815453
272,01-10-2014,2631.723,99.552,8143.097,105.564,26.43566176,77.13895836,103.5746201,102.4150672,0.011258478
273,01-01-2015,2581.086,96.817,8228.317,105.931,26.65942965,77.67619488,104.3356245,103.5746201,0.007320542
274,01-04-2015,2616.708,97.595,8323.662,106.461,26.81190635,78.18508186,104.9969882,104.3356245,0.006318804
275,01-07-2015,2643.387,97.57,8416.146,107.011,27.09221072,78.64748484,105.7396956,104.9969882,0.007048706
276,01-10-2015,2616.57,96.326,8487.661,107.397,27.16369412,79.03070849,106.1944026,105.7396956,0.00429103
277,01-01-2016,2603.204,95.046,8590.303,107.975,27.38888538,79.55825886,106.9471442,106.1944026,0.007063332
278,01-04-2016,2645.365,95.823,8699.63,108.76,27.60678543,79.98924237,107.5960278,106.9471442,0.006048997
279,01-07-2016,2652.864,95.939,8804.584,109.547,27.65157027,80.37266196,108.0242322,107.5960278,0.003971844
280,01-10-2016,2671.605,96.617,8915.795,110.177,27.65150025,80.92247021,108.5739705,108.0242322,0.005076122
281,01-01-2017,2712.782,97.357,9006.508,110.741,27.86427273,81.3294805,109.1937532,108.5739705,0.005692161
282,01-04-2017,2726.222,96.807,9087.58,111.448,28.16141395,81.54098773,109.7024017,109.1937532,0.004647403
283,01-07-2017,2757.351,97.387,9171.798,112.034,28.31333751,81.86620133,110.1795388,109.7024017,0.004339946
284,01-10-2017,2813.444,98.142,9322.276,112.93,28.66707424,82.54915434,111.2162286,110.1795388,0.009365105
285,01-01-2018,2843.734,99.015,9429.816,113.702,28.72023431,82.93447785,111.6547122,111.2162286,0.00393487
286,01-04-2018,2886.519,99.507,9576.639,114.513,29.00820043,83.62927353,112.637474,111.6547122,0.008763284
287,01-07-2018,2912.772,99.528,9716.554,115.213,29.26585483,84.33556977,113.6014246,112.637474,0.00852158
288,01-10-2018,2913.77,99.144,9812.522,115.951,29.38927217,84.62645428,114.0157264,113.6014246,0.003640343
289,01-01-2019,2912.327,98.568,9868.573,116.332,29.54637408,84.83111268,114.3774868,114.0157264,0.003167875
290,01-04-2019,2982.376,99.37,10004.183,117.126,30.0128409,85.41385346,115.4266944,114.3774868,0.009131382
291,01-07-2019,3006.964,99.24,10121.507,117.857,30.29991939,85.87955743,116.1794768,115.4266944,0.006500562
292,01-10-2019,3024.608,99.624,10226.719,118.49,30.36023448,86.3087096,116.6689441,116.1794768,0.004204177

